"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Post-demographic dividend","PST","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.46240041493216","5.36117475280997","5.31738504625789","5.2721057205621","5.20690862187951","5.06773873055445","4.9064822729101","4.78467211573399","4.69200243929702","4.63700104943554","4.65768781004057","4.4689634234351","4.37860666241068","4.34713882532093","4.2277697134759","4.12926829858928","4.05194635041121","3.97643162219646","3.92453358678815","3.82613695251046","3.74299028988853","3.69536881857555","","",
"French Polynesia","PYF","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26","2.55","2.53","2.75","2.6","2.73","2.67","2.61","2.69","2.76","2.96","2.74","2.7","2.7","2.6","2.57","2.62","2.55","2.52","2.48","2.6","2.49","","",
"Qatar","QAT","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92","9.49","10.01","9.99","9.88","9.19","8.56","8.2","7.16","6.82","6.38","5.55","7.32","7.42","6.83","6.55","6.2","7.14","6.83","6.86","7.17","","","",
"Romania","ROU","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58","5.4","5.28","5.38","4.74","4.51","4.32","4.01","3.66","3.4","3.56","3.57","3.41","3","2.86","2.8","2.67","2.61","2.52","2.39","2.42","","","",
"Russian Federation","RUS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.14","11.67","11.1","10.71","10.03","9.49","9.02","8.34","8.11","8.27","8.48","8.39","8.17","7.8","7.76","7.77","7.99","7.99","8.25","8.09","8.15","8.42","","",
"Rwanda","RWA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","7.19","6.35","6.2","5.77","6.95","6.54","6.31","5.88","5.73","5.56","5.37","5.14","5.08","4.87","4.58","4.35","4.28","4.02","3.72","3.86","3.49","","",
"South Asia","SAS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84394292377318","5.69838870866377","5.61269605610165","5.37714299678925","5.28725851716809","5.11196684643869","5.00132897513792","4.93711036740446","4.99298491815213","5.04620191479167","4.93116944479797","4.86880641591415","4.84577572753426","4.69930892911117","4.67503676632393","4.47122210183411","4.26242157557027","4.19206775149739","4.12321324656088","3.98501557854596","3.99840856504441","","","",
"Saudi Arabia","SAU","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.16","5.38","6.25","5.63","5.11","5.11","5.36","5.55","5.75","6.35","6.73","6.38","6.27","6.03","6.44","6.32","6.26","6.42","6.05","6.03","6.23","","","",
"Sudan","SDN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25","4.23","4.28","3.91","3.72","3.64","3.66","3.33","3.26","3.51","3.2","3.54","3.65","4.44","4.37","4.31","4.16","4.22","4.4","4.52","4.76","","","",
"Senegal","SEN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95","4.09","4.13","3.78","3.87","3.79","3.72","3.88","3.92","4.59","4.68","4.79","4.51","4.07","4.15","4.19","3.93","3.65","3.48","3.66","3.51","","","",
"Singapore","SGP","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.47","4","3.83","4.43","4.83","3.08","3.03","2.57","2.9","3.06","2.48","2.06","2.32","2.4","2.53","2.69","2.67","2.77","2.47","2.59","2.5","","","",
"Solomon Islands","SLB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.99","7.75","8.15","7.83","7.59","7.32","7.11","6.89","6.62","6.59","6.19","5.93","5.82","5.85","5.37","5","4.66","4.4","4.28","4.26","4.43","4.41","","",
"Sierra Leone","SLE","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.94","12.01","9.82","9.11","8.54","8.01","8.01","7.32","6.99","6.82","6.6","6.5","5.81","5.07","4.98","6.25","6.02","5.75","5.52","5.26","5.43","5.54","","",
"El Salvador","SLV","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45","3.63","3.68","3.88","3.88","3.88","3.96","3.94","3.91","3.93","3.91","3.75","3.71","3.43","3.33","3.39","3.38","3.25","3.27","3.38","3.38","","","",
"San Marino","SMR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.21","11.3","11.35","11.47","11.45","11.44","11.59","11.52","11.73","11.81","11.86","11.78","11.68","11.94","11.18","9.73","9.45","9.43","8.97","8.51","8.48","8.42","","",
"Serbia","SRB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.47","8.63","8.66","8.72","8.73","7.34","7.41","6.78","6.53","6.05","6.19","6.29","5.69","5.66","5.12","5.59","5.6","5.61","5.28","5.04","5.26","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3959098323778","8.1670986718338","7.7798640108916","7.8751695679334","7.7671809992637","7.45740074314348","7.19811230378016","7.04164305701999","6.99374766688299","6.91893347296923","6.68712047647521","6.73163473911873","6.5778891119334","6.48707899981346","6.45479876308186","6.21229125294465","6.28239546270611","6.17710923240532","6.09726757396996","6.09019273738172","6.22798324772874","","","",
"South Sudan","SSD","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.39089901522634","8.16282576569986","7.7761393455485","7.87180809433252","7.76450847466307","7.45465491201256","7.19526829203576","7.03873267768827","6.991196638821","6.9167203783509","6.68494353727489","6.72898830683429","6.57540685116381","6.48464082109535","6.45249344407901","6.21016912499542","6.28025334160358","6.17502091512123","6.09524702643597","6.08804817899415","6.22606897567036","","","",
"Small states","SST","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.77703821372112","6.86272012363873","6.8160254521199","6.89632405691976","6.86077431666718","6.85022182113485","6.92905758821413","6.90417520730674","6.61215932951186","6.50802592633923","6.59311324871494","6.21085375548723","6.56199087254978","6.72730759543626","6.49794026453553","6.2345574115577","6.02250647097621","6.25196740193803","6.08246057162736","6.02406832373128","6.1515927711607","","","",
"Sao Tome and Principe","STP","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.53","4.37","4.48","4.52","4.64","4.5","4.22","4.12","3.98","4.02","4.17","3.8","3.84","3.65","3.82","3.91","3.99","3.7","3.58","3.63","3.42","3.43","","",
"Suriname","SUR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15","4.29","3.04","3.04","3.07","3.37","3.07","2.81","2.88","2.79","3.12","3.7","3.07","3.66","3.85","3.56","4.14","3.85","3.5","3.97","4.71","","","",
"Slovak Republic","SVK","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.93","8.61","8.12","7.59","7.31","6.67","5.76","5.6","5.41","5.42","5.14","4.87","4.92","4.51","4.41","4.35","4.46","4.27","4.1","4.16","4.34","","",
"Slovenia","SVN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23","5.39","5.21","5.14","5.07","5.06","4.77","4.51","4.59","4.45","4.51","4.47","4.4","4.33","4.09","3.95","3.95","3.88","3.67","3.5","3.46","3.2","","",
"Sweden","SWE","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.54","5.81","5.83","5.57","5.54","5.26","4.9","4.71","4.7","4.5","4.77","4.52","4.59","4.48","4.25","3.76","3.96","3.97","3.97","3.79","3.56","3.54","","",
"Eswatini","SWZ","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.23","5.98","5.89","5.66","5.45","5.32","5.76","5.64","5.61","5.52","5.22","5.18","5.08","5.39","4.74","4.99","5.28","4.44","4.5","4.66","4.69","4.29","","",
"Sint Maarten (Dutch part)","SXM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.94","8.01","8.02","8.18","8.2","8.49","9.01","8.62","8.25","8.58","","",
"Seychelles","SYC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85","3.12","3.17","3.27","3.75","3.44","3.16","3.01","3.17","3.42","3.2","2.69","2.77","2.59","2.74","2.83","2.98","2.96","3.01","2.88","3.18","3.13","","",
"Syrian Arab Republic","SYR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.64","13.85","13.84","12.98","12.69","14.36","14.22","14.09","13.74","12.08","11.58","10.76","11.27","11.6","12","11.11","11.07","11.13","12.91","10.82","10.68","","","",
"Turks and Caicos Islands","TCA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37","3.35","4.4","4.15","3.83","3.93","3.84","4.26","4.09","5.26","5.39","5.15","5.2","5.2","5.14","4.75","4.6","5.09","4.92","4.72","6.34","6.34","","",
"Chad","TCD","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.21","7.51","7.05","6.56","5","4.35","4.4","4.4","4.23","4.39","3.94","3.97","3.93","3.91","3.72","3.68","3.95","4.1","4.09","3.99","4.11","4.17","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.60984548637805","8.33005418957004","8.20804038696673","8.44348991443285","8.72549348087464","8.67969277910841","8.49429942569014","8.12509722680908","7.71746802661705","7.60892787838647","7.61352684966211","7.48732391159118","7.21093722614901","6.94911886702758","6.69828947899548","6.29726213131396","5.93040778456409","5.76434933696555","5.68992300790639","5.62822400682671","5.70413523830434","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.41999135342388","9.14974424646841","8.7839119511228","8.58045136817998","8.06759392034622","7.60771759676781","7.29873621438337","6.86204110449658","6.67469684555576","6.5555961890511","6.74126832938499","6.58340306754014","6.35753131269585","6.01271896995559","5.78304094095604","5.61984577819498","5.71178069762335","5.62322560378284","5.72231516053335","5.5513172312536","5.51532802738478","5.65999356191979","","",
"Togo","TGO","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.56","10.44","10.42","10.31","10.52","11.25","10.94","11.5","11.51","13.27","12.5","11.82","11.06","10.12","9.96","9.17","9.36","8.26","8.48","8.39","8.68","","","",
"Thailand","THA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.93","4.9","5.1","5.15","5.24","5.18","5.03","4.95","4.99","5","5.1","5.05","5.05","5.29","5.22","5.07","5.02","4.79","4.5","4.52","4.63","","","",
"Tajikistan","TJK","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.92","9.84","8.91","8.18","8.02","7.5","7.23","7.17","6.32","5.29","5.06","4.73","4.76","4.45","4.47","4.57","4.49","4.33","4.36","4.43","4.4","","","",
"Turkmenistan","TKM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85","24.27","20.25","27.14","32.57","28.09","26.15","23.34","25.06","20.74","21.67","20.42","18.43","15.97","14.08","13.63","12.88","12.1","11.4","11.1","11.14","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75188313452417","3.78123964960861","3.83416438582329","3.89575368096969","3.863417366782","3.85157575976697","3.77999824476608","3.70929443192436","3.66557223358076","3.65675601972391","3.6074889687348","3.56729875083945","3.58739647279764","3.60946042945998","3.58694103225946","3.53896205303712","3.50607049467483","3.43411332794085","3.37413871315676","3.40201144098524","3.46812828052249","3.44602417266138","","",
"Timor-Leste","TLS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.71","1.73","1.8","1.73","1.8","1.65","1.56","1.52","1.42","1.36","1.47","1.66","1.89","1.79","1.99","2.21","2.09","2.09","1.81","1.73","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99665908507717","5.25643032211495","5.20575770207996","5.14874815926401","5.20018136762326","5.42202876509365","5.32752215309886","5.21161964637202","5.32738614394665","5.33081207157844","5.1650518354182","5.30711702311237","5.39544227581915","5.39646484485117","5.59903444411182","5.4525469619575","5.35927179877449","5.5515256726203","5.60703518703928","5.58433355391294","5.39074389087102","","","",
"Tonga","TON","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.97","2.64","2.66","3.21","3.11","3.1","3.56","3.17","3.21","3.67","3.1","2.68","2.69","2.79","2.68","2.72","2.78","2.84","2.87","3.42","3.96","3.82","","",
"South Asia (IDA & IBRD)","TSA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84394292377319","5.69838870866377","5.61269605610165","5.37714299678925","5.28725851716809","5.11196684643869","5.00132897513792","4.93711036740446","4.99298491815213","5.04620191479167","4.93116944479797","4.86880641591415","4.84577572753426","4.69930892911117","4.67503676632393","4.47122210183411","4.26242157557027","4.19206775149739","4.12321324656088","3.98501557854596","3.99840856504441","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.39089901522634","8.16282576569986","7.7761393455485","7.87180809433252","7.76450847466308","7.45465491201257","7.19526829203576","7.03873267768827","6.991196638821","6.9167203783509","6.68494353727489","6.7289883068343","6.57540685116381","6.48464082109535","6.45249344407901","6.21016912499542","6.28025334160358","6.17502091512123","6.09524702643597","6.08804817899415","6.22606897567036","","","",
"Trinidad and Tobago","TTO","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","20.05","20.07","19.75","18.7","20.54","20.24","20.56","19.29","20.26","20.87","20.84","20.17","19.6","20.23","19.16","17.9","18.55","18.82","19.16","17.71","","","",
"Tunisia","TUN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03","4.1","4.1","4.02","3.99","3.79","3.79","3.67","3.67","3.46","3.77","3.68","3.68","3.66","3.61","3.66","3.67","3.7","3.64","3.54","3.69","","","",
"Turkiye","TUR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27","3.2","3.17","3.18","2.97","2.84","2.94","3.02","2.94","3.08","3.06","2.92","2.92","2.63","2.59","2.65","2.72","2.71","2.59","2.61","2.57","2.49","","",
"Tuvalu","TUV","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","3.67","3.68","3.71","3.88","4.22","4.2","4.8","3.39","4.06","3.86","3.75","3.67","3.17","3.24","2.89","2.73","2.8","3.09","2.72","2.56","2.54","","",
"Tanzania","TZA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3","12.02","11.77","11.47","11.04","10.84","10.51","9.93","9.57","9.33","9.09","8.75","8.44","8.29","7.65","7.39","7.05","6.75","6.52","6.64","6.55","","","",
"Uganda","UGA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.28","13.88","13.28","13","12.69","12.51","11.81","11.45","10.93","10.69","10.62","10.12","10.13","10.27","10.22","10.18","10.09","10.3","11.52","11.29","12.28","11.99","","",
"Ukraine","UKR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2","14","13.44","12.74","11.49","11.08","9.89","9.4","8.88","8.89","9.88","8.96","8.66","8.21","8.31","8.09","7.79","7.43","7.51","6.95","6.98","","","",
"Upper middle income","UMC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.22623937601448","7.11294668479441","7.03301269516476","7.21308482225271","7.25960747507306","7.14610570246992","7.00882144606472","6.75357659965373","6.55512979111509","6.56727579048391","6.5771926721782","6.51741388949475","6.3321992067136","6.143542772766","5.99532437178263","5.73943264575574","5.55736133351121","5.44190151120881","5.40892917901034","5.37595928482922","5.45193374139387","","","",
"Uruguay","URY","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.47","2.48","2.48","2.69","2.6","2.7","2.53","3.05","2.89","2.63","2.71","2.79","2.62","2.58","2.75","2.82","2.71","2.79","2.75","2.91","","","",
"United States","USA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.72","6.53","6.5","6.33","6.23","6.04","5.82","5.81","5.65","5.52","5.5","5.34","5.13","5.13","5.07","4.89","4.75","4.63","4.63","4.52","4.31","4.21","","",
"Uzbekistan","UZB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.48","25.69","25.61","23.77","21.86","19.33","18.57","16.56","15.63","13.21","13.35","12.79","10.42","9.6","8.38","7.47","7.45","7.5","8.63","7.99","7.54","","","",
"St. Vincent and the Grenadines","VCT","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28","2.64","2.7","2.66","2.81","2.75","2.54","2.65","2.46","3.16","2.65","2.63","2.71","2.51","2.88","2.61","2.58","2.25","2.47","2.29","2.62","2.56","","",
"Venezuela, RB","VEN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.66","6","8.11","8.22","6.7","6.35","5.89","5.54","5.21","5.19","6.28","5.38","5.21","5.69","5.14","5","4.63","4.24","3.07","2.51","2.01","","","",
"British Virgin Islands","VGB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.13","4.14","4.25","4.18","4.31","4.25","4.07","4.09","4.14","4.29","4.44","4.18","4.01","3.91","4.11","3.54","3.65","3.55","3.91","4.11","4.05","","","",
"Vanuatu","VUT","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.67","3.89","3.83","3.68","2.94","2.8","2.42","3.43","3.25","3.64","3.65","3.66","3.4","3.31","3.98","3.56","3.67","3.29","3.77","3.5","4.32","4.85","","",
"World","WLD","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.95146629233103","5.87281485712898","5.83164218590046","5.82834955065783","5.79370354435262","5.69001062533189","5.5663065411904","5.43371171726266","5.35071385944267","5.34793298254529","5.36992987053356","5.2614203069173","5.17404695339958","5.08661992606186","4.98797261962523","4.83001916726863","4.71807540934716","4.6405376837739","4.60045137953325","4.53124491799527","4.54236558692536","","","",
"Samoa","WSM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.67","4.96","4.71","4.68","4.44","4.26","3.92","3.93","3.53","3.63","3.75","3.59","3.86","3.94","4.11","4.3","4.1","4.17","4.19","4.36","4.13","4.53","","",
"Kosovo","XKX","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.48","2.65","2.47","2.65","2.78","2.8","2.91","2.76","2.8","2.99","2.69","2.61","2.31","3.04","2.89","1.91","1.51","1.56","1.93","1.93","1.84","","","",
"South Africa","ZAF","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.22","8.65","7.94","8.66","9.01","8.24","7.94","8.19","8.61","8.86","7.99","7.89","7.36","7.13","7.44","6.95","7.16","7.05","6.75","6.72","6.95","","","",
"Zambia","ZMB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.77","12.49","12.29","11.81","11.29","10.81","10.18","9.51","9.06","8.47","7.89","7.85","7.65","7.49","7.45","7.41","7.33","7.45","7.39","7.31","7.6","","","",
"Zimbabwe","ZWE","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.69","12.39","13.43","15.52","16.08","17.96","19.1","19.51","22.22","20.21","17.2","15.94","14.12","14.21","14.09","13.91","13.44","12.79","12.82","13.4","13.71","","","",
