"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Early-demographic dividend","EAR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.27292561450044","5.26578690310098","5.28669008932916","5.1863778575326","5.11993904358368","5.01654599555289","4.92991322298318","4.85245235153073","4.88466942312487","4.96078263262597","4.82971735529296","4.75582542227493","4.68877580727504","4.5278583711821","4.55197245935403","4.39435907906025","4.29603389016599","4.25266408149205","4.1918051248408","4.10780453395086","4.11995549312763","","","",
"East Asia & Pacific","EAS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8969022758229","6.74524508842952","6.71455047625092","6.86016617348866","7.05430446751997","7.00716716307125","6.93445041577217","6.74108442532986","6.52691788690872","6.55374504814794","6.58256885520824","6.47119735893315","6.27944661943042","6.10069281909907","5.9250522690131","5.64274596777168","5.38898404276123","5.26444953249145","5.19863744192263","5.15500883149703","5.2213985502626","","","",
"Europe & Central Asia (excluding high income)","ECA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2914015209283","9.97070211486656","9.54249897614913","9.26684313280887","8.70898554280807","8.16485897975986","7.80615910176214","7.34119306464449","7.16601677761399","7.10235574675781","7.26977271253448","7.09676809644212","6.85042891876853","6.45339123707405","6.23351128468274","6.07222006573769","6.19107874718591","6.10029067567361","6.24465464070169","6.0991002362822","6.04369662070637","6.08593928044896","","",
"Europe & Central Asia","ECS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25408259766385","5.20702776579491","5.11263409222358","5.13725249146199","5.01314057333332","4.87479114134743","4.7379289302356","4.5192408445729","4.47916323537323","4.40927614359301","4.51987589818264","4.35197312232228","4.31133279405642","4.19887136073475","3.98977468190858","3.90627220647848","3.89834352108097","3.84728067853603","3.82685223912352","3.70979911926654","3.71376720604615","3.56935024470762","","",
"Ecuador","ECU","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27","3.35","3.48","3.73","3.54","3.65","3.43","3.69","3.07","3.39","3.47","3.38","3.17","3.21","3.38","3.26","3.16","3.18","3.1","3.27","3.12","","","",
"Egypt, Arab Rep.","EGY","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27","3.59","3.59","3.62","3.79","4.17","4.12","4.11","3.97","3.88","3.66","3.77","3.8","3.62","3.63","3.45","3.64","3.66","3.44","3.26","3","","","",
"Euro area","EMU","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.91041484546515","3.92504887581253","3.88978843415535","3.94894602773442","3.91745547199332","3.86146452475062","3.7504293760845","3.583398157547","3.56101975588671","3.52175696175699","3.57410052190573","3.38330018586546","3.38396650595849","3.36402041762574","3.18548942804317","3.16825639773886","3.12165518519754","3.07501161954133","2.97147644926691","2.87951083166032","2.8520822195538","2.85020277107016","","",
"Eritrea","ERI","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.56","3.57","3.58","3.63","3.57","3.43","3.36","3.22","3.08","3.07","3.05","3.13","2.97","2.86","2.86","2.79","2.85","2.77","2.64","2.66","2.67","","",
"Estonia","EST","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.98","7.95","6.95","6.99","7","6.44","5.82","6.28","5.85","5.51","7.11","6.45","5.73","6.29","5.8","4.93","5.98","5.5","5.1","4.1","3.99","4.15","","",
"Ethiopia","ETH","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.38","20.53","20.82","21.97","19.93","18.24","16.97","15.73","14.65","13.85","12.65","11.81","11.2","10.51","9.95","9.22","8.73","8.2","7.92","7.49","7.21","","","",
"European Union","EUU","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1477056690214","4.16263985083004","4.11842735892655","4.16916466895831","4.10916069316283","4.039262436431","3.92533617236808","3.74540589017644","3.70411395056722","3.64296898536481","3.71368681980584","3.52927782306075","3.51197312607281","3.47366611711201","3.29180648556854","3.25267357938554","3.21361524686936","3.17282475780961","3.07796731846671","2.96564047109975","2.93966096767034","2.9409925649984","","",
"Fragile and conflict affected situations","FCS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6241289932069","9.42101813890884","9.02968968981029","9.03430029852745","8.26280421239756","7.99192025222273","7.44546474503951","7.06113033875737","6.81088533937226","6.59180325545087","6.79274259566462","6.93830821130366","6.67030136600168","6.55679407576038","6.53792830161191","6.22507503273156","6.17886270131534","6.11487359519428","6.09284493783261","6.1387040425739","6.17941452801941","","","",
"Finland","FIN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.57","6.57","6.79","7.02","6.83","6.13","6.41","6","5.71","5.86","6.22","5.83","5.71","5.67","5.81","5.5","5.55","5.34","5.37","5.19","5.07","5.12","","",
"Fiji","FJI","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.75","2.97","2.69","2.79","3.27","2.72","2.91","2.7","2.09","1.87","2.19","2.1","2.02","2.19","2.33","2.3","2.01","2.15","2.12","2.15","1.99","2.21","","",
"France","FRA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.36","4.42","4.38","4.45","4.39","4.34","4.17","4.02","4.03","3.97","4.02","3.85","3.84","3.83","3.65","3.66","3.56","3.47","3.39","3.28","3.2","3.23","","",
"Faroe Islands","FRO","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","6.56","5.95","6.18","5.69","4.51","4.55","5.19","4.66","5.91","4.1","4.51","5.07","5.5","5.74","5.67","5.71","5.54","5.58","5.53","5.58","5.7","","",
"Gabon","GAB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03","3.18","3.85","4.43","5.1","5.8","6.71","6.98","7.94","8.68","9.09","6.83","5.73","7.97","7.43","7.22","7.1","6.71","6.54","6.13","6.42","","","",
"United Kingdom","GBR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.07","4.01","3.87","3.82","3.69","3.61","3.46","3.26","3.22","3.16","3.21","2.94","2.97","2.87","2.62","2.58","2.49","2.4","2.33","2.22","2.24","2.23","","",
"Georgia","GEO","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.99","5.12","4.8","4.6","4.47","4.17","4.06","3.98","3.49","3.74","3.55","3.75","3.68","3.99","4.08","4.18","4.2","4.04","3.82","3.83","3.98","","","",
"Ghana","GHA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.89","4.7","4.49","4.05","3.78","3.54","3.6","3.39","3.33","3.25","3.33","3.07","3.13","2.93","2.89","2.95","2.87","2.63","2.8","2.78","2.97","","","",
"Gibraltar","GIB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.11","8.9","8.55","8.5","8.43","8.25","8.23","7.81","7.54","7.75","7.71","7.39","6.93","6.49","6.35","6.37","5.91","5.66","5.29","5.37","5.39","5.28","","",
"Gambia, The","GMB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13","3.1","3.23","3.05","2.94","3.05","3.2","3.22","3.09","3.09","2.92","3.24","3.13","3.01","3.34","3.48","3.45","3.29","3.24","3.24","3.21","3.12","","",
"Guinea-Bissau","GNB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.99","10.94","11.24","11.6","11.51","11.21","11.15","11.03","10.79","10.64","10.33","9.7","10","9.82","9.93","9.55","9.18","8.76","8.78","8.43","8.71","8.41","","",
"Equatorial Guinea","GNQ","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.57","1.03","1.25","1.26","3.16","2.7","2.57","1.9","1.82","1.44","2.36","2.28","2.71","3.48","3.24","3.3","4.08","4.73","3.75","3.03","3.65","4.17","","",
"Greece","GRC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.61","3.58","3.49","3.39","3.29","3.33","3.15","3.05","3.08","3.11","3.09","3.33","3.56","3.21","3.17","3.18","3.13","3.14","3","2.9","2.85","2.69","","",
"Grenada","GRD","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45","2.56","2.58","2.5","2.45","2.27","2.45","2.44","2.52","2.7","2.82","2.69","2.89","3.18","2.36","2.44","2.4","2.38","2.53","2.71","2.71","2.77","","",
"Greenland","GRL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4.02","4.43","4.41","4.41","4.36","4.17","4.2","3.96","4.22","4.14","4.06","4.13","4.09","4.09","4.16","4.37","4.24","4.25","4.24","4.23","","","",
"Guam","GUM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84","5.75","5.84","6.12","6.3","5.42","4.93","5.14","4.83","5.01","4.73","4.83","4.39","4.01","4.01","4","4.17","3.96","3.9","3.95","2.65","2.16","","",
"High income","HIC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.32795009037613","5.25515979420401","5.22877694496304","5.17250328994285","5.09376245209894","4.96619804248126","4.82917413742222","4.71738861170773","4.64510666551797","4.61644572242068","4.64022931521822","4.45650709603126","4.37947977700066","4.34483305588943","4.24159781484591","4.15641455190972","4.08754021455686","4.01116446092822","3.94558712864317","3.85418581304585","3.79025901254392","3.65570625900621","","",
"Hong Kong SAR, China","HKG","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45","2.4","2.21","2.24","1.87","1.79","1.71","1.75","1.67","1.77","1.57","1.6","1.51","1.45","1.41","1.49","1.5","1.31","1.31","1.32","1.26","","","",
"Honduras","HND","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.65","4.88","4.93","5.12","5.23","4.89","5","5.04","4.91","4.97","4.86","5.17","5.1","4.99","4.94","5.17","5","4.1","4.2","4.35","4.4","","","",
"Heavily indebted poor countries (HIPC)","HPC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.64545467306492","7.60461505149372","7.47631948390946","7.35371220011792","7.26786765028769","7.11628633420532","6.94175311605406","6.66393564340772","6.49191150142514","6.51020700022468","6.27193767053206","6.39591397633291","6.4696795539184","6.48024080133752","6.32598847498872","6.18493322606504","6.08945271518248","5.93132713415929","5.93373233913584","5.8634702786619","5.96458652127321","","","",
"Croatia","HRV","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28","4.31","4.2","4.26","4.09","3.98","3.77","3.74","3.57","3.72","3.73","3.64","3.51","3.45","3.29","3.35","3.27","3.26","3.08","3.01","3.15","","","",
"Haiti","HTI","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.13","5.06","5.19","5.04","5.21","5.22","5.28","5.16","5.09","5.01","5.53","5.51","5.66","5.59","5.38","5.31","5.4","5.37","5.47","5.48","5.31","","","",
"Hungary","HUN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28","5.2","4.96","4.87","4.62","4.77","4.55","4.44","4.34","4.42","4.53","4.35","4.2","3.99","3.82","3.89","3.86","3.86","3.66","3.51","3.62","3.52","","",
"IBRD only","IBD","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8971483134843","6.78943005551567","6.70462960008428","6.77062952968487","6.77290200300301","6.67667143838744","6.53708204164414","6.3232112724596","6.18690834173778","6.18098351603631","6.17642579190638","6.11263213049723","5.98670377455785","5.81329110214618","5.69925755860963","5.45324816620838","5.27300507335589","5.18066097125317","5.15082076727856","5.08736093110951","5.14680599132636","","","",
"IDA & IBRD total","IBT","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9358314872755","6.82918493893412","6.7333815270064","6.77824635431354","6.7597885778066","6.65321310472245","6.50764330851834","6.29506160376909","6.15366381940867","6.12730821202228","6.12037794802812","6.06453724755813","5.9365144023553","5.76983429594157","5.652876448382","5.41678652415904","5.25368422302614","5.16207062719496","5.13059623647615","5.06648664390382","5.12453941263147","","","",
"IDA total","IDA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.30746645505907","7.20837538536787","7.00331040615688","6.85029057662351","6.63497891357851","6.42892721921314","6.22213092605228","6.01616866838909","5.82344239174929","5.60826881122644","5.57097298469481","5.58850044446179","5.43639628832618","5.3416594620282","5.20133044101868","5.06321329372451","5.06574218595797","4.9802140217305","4.93260135860058","4.86291901259848","4.91036367622536","","","",
"IDA blend","IDB","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.20812216048163","8.07468659215409","7.78103526232434","7.58443184583656","7.25142722688706","7.02041182694415","6.78731415967775","6.61307684456505","6.43359790022505","6.05062909717951","6.20132528589276","6.2558091239607","5.95079114811578","5.76863324908819","5.59883629412104","5.41071445029586","5.48623528402599","5.45013007045084","5.4170073367949","5.40804117049526","5.45031979551006","","","",
"Indonesia","IDN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42","5.34","5.3","5.07","5.14","4.94","4.79","4.48","4.3","4.34","4.26","4.1","3.84","3.5","3.48","3.26","3.18","3.17","3.24","3.19","3.12","","","",
"IDA only","IDX","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.49114066184941","6.42344793709345","6.29447656516368","6.18081583745541","6.06407087929461","5.88108870147635","5.70278203250091","5.47374373024745","5.28101276568783","5.21005618903836","5.00965130352944","4.99961509497717","4.98462929693482","4.97132886573221","4.85882313100263","4.76768024427499","4.71713550571823","4.60171064656933","4.54555768740368","4.43707968089679","4.49331115277349","","","",
"Isle of Man","IMN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.42","6.22","6.16","5.84","5.73","5.52","5.39","5.31","5.43","5.5","5.34","5.28","5.29","5.11","5.08","4.82","4.54","4.46","4.4","4.25","4.28","","","",
"Not classified","INX","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16","3.13","2.96","2.8","2.71","2.58","2.47","2.4","2.49","2.54","2.49","2.26","2.26","2.22","2","1.66","1.71","1.52","1.42","1.34","1.22","1.11","","",
"Iran, Islamic Rep.","IRN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13","7.55","7.23","6.87","7.19","7.73","7.69","7.53","8.05","7.95","7.52","7.47","8.1","8.39","8.57","8.68","8.24","8.73","9.14","9.12","8.78","","","",
"Iraq","IRQ","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.16","5.68","5.89","8.24","5.77","5.66","5.21","5.03","5.02","5.21","5.41","5.51","5.35","5.15","4.9","4.44","4.19","4.94","5.45","5.51","5.04","","","",
"Iceland","ISL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.18","10.4","10.65","10.43","9.57","9.16","10.67","11.69","12.92","14.52","15.02","15.78","15.24","15.2","14.89","13.58","12.05","12.18","12.73","12.26","12.89","12.48","","",
"Israel","ISR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05","4.25","4.18","4.34","4.03","3.71","3.87","3.73","3.97","3.69","3.76","3.56","3.51","3.06","2.84","2.93","2.81","2.66","2.61","2.48","2.45","2.34","","",
"Italy","ITA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93","2.88","2.9","3.03","3.01","3.04","2.96","2.91","2.9","2.86","2.88","2.76","2.73","2.68","2.53","2.61","2.55","2.55","2.48","2.44","2.48","2.48","","",
"Jamaica","JAM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89","5.93","5.57","5.61","5.56","5.4","5.95","5.93","4.78","4.02","3.8","3.96","3.85","4.02","3.89","3.87","4.23","3.87","4.26","4.41","3.6","","","",
"Jordan","JOR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.55","4.28","4.25","4.17","4.62","4.58","4.35","4.23","3.87","3.89","3.62","3.5","3.8","3.65","3.73","3.84","3.88","4.01","3.82","3.65","3.54","","","",
"Japan","JPN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69","4.59","4.6","4.5","4.55","4.45","4.39","4.29","4.17","4.25","4.29","3.97","3.82","3.77","3.63","3.52","3.47","3.43","3.36","3.28","3.19","3.29","","",
"Kazakhstan","KAZ","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.77","8.33","8.73","8.66","9.31","8.51","9.15","9.16","9.38","8.42","8.55","8.9","8.12","8.45","6.48","5.38","6.22","6.08","6.65","6.27","5.78","","","",
"Kenya","KEN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.79","5.66","5.71","5.58","5.66","5.56","5.46","5.22","5.37","5.53","5.26","5.2","5.01","5.07","5.25","5.47","5.4","5.38","5.24","5.08","5.12","","","",
"Kyrgyz Republic","KGZ","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44","5.68","6.39","6.35","5.85","5.93","5.66","6.08","6","5.33","5.11","5.8","7.25","6.16","6.21","5.82","5.41","5.15","5.88","4.96","5.09","","","",
"Cambodia","KHM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.91","7.51","7.05","6.69","6.23","5.73","5.31","5.03","4.76","5.07","5.05","4.81","4.68","4.47","4.5","4.58","4.74","4.59","4.58","4.85","5.09","","","",
"Kiribati","KIR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.71","5.59","5.74","5.74","6.05","6.07","6.26","6.18","6.2","6.11","7.01","6.68","6.33","6.14","6.32","5.97","5.78","6.77","6.47","6.54","6.48","6.38","","",
"St. Kitts and Nevis","KNA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.22","3.44","3.67","3.72","3.18","2.71","2.85","2.56","2.71","2.74","2.79","2.75","2.61","2.46","2.5","2.48","2.47","2.44","2.36","2.59","2.59","","",
"Korea, Rep.","KOR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.24","7","6.82","6.75","6.59","6.38","6.16","6.05","6.01","6.02","6.14","6.17","6.1","5.92","5.83","5.76","5.8","5.62","5.45","5.3","5.27","5.32","","",
"Kuwait","KWT","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.91","7.36","7.21","6.59","6.6","6.78","5.8","5.28","6.11","6.84","7.42","6.58","6.67","5.57","5.68","7.08","7.3","7.18","6.99","7.39","8.47","","","",
"Latin America & Caribbean (excluding high income)","LAC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68406479852115","3.71521836250559","3.76704915925923","3.8329891899776","3.80204444438546","3.78449996042822","3.70737747557685","3.63708235905395","3.60576900144872","3.59574447077084","3.54638634446616","3.50352634228161","3.51885502560031","3.54931304357219","3.54333428849004","3.49910302273765","3.4683685241488","3.39552116599141","3.33490626126229","3.35340911466445","3.4343868055982","3.46636172943175","","",
"Lao PDR","LAO","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79","3.74","3.63","3.54","3.44","3.32","3.39","3.39","3.51","3.47","3.31","3.11","2.93","2.98","2.93","3.83","4.75","4.9","4.7","4.35","4.33","4.28","","",
