Report generated on: 03-27-2024 11:32:28
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"","total energy consumption (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-BMU-QBTU.A","        Bermuda","0.00797728438997217","0.006908713724217375","0.007327423644712525","0.007746133571489325","0.00755742731900991","0.007327423644712525","0.006898957783","0.009947154543","0.0108560622984","0.013118413243","0.00931056746","0.0081570565","0.006372844704","0.00740497327","0.00713615077","0.00731936471","0.007552188204","0.00753197721","0.00753197721","0.007531992","0.008231780299999993","0.008349479159999989","0.008786658230000001","0.008766686430000004","0.009077513060000004","0.009558814459999995","0.010795871429999992","0.012539086520000006","0.011995108021999993","0.009438427081239997","0.011113201946459983","0.007182209989030001","0.007767437733919987","0.007802240645299997","0.010104615864980017","0.008497225140939998","0.010815029526","0.0106680107967012","0.011036412","0.0110296034","0.010088664813424105","0.0101861872484802"
"INTL.44-2-BTN-QBTU.A","        Bhutan","0.000135023178270357","0.0004948274412287096","0.0005097130073693491","0.0005009031335743212","0.0005178377423159699","0.0005590070431515984","0.002725977241375641","0.009396005576371226","0.011865332853276692","0.012070488022261204","0.012728916231745716","0.01296099676748023","0.013163572196983123","0.013214941063601826","0.014124970727679808","0.015084046910080326","0.01653709021309536","0.01666332233711041","0.016294721318608825","0.016461968006409138","0.01696895971320945","0.01873253628124471","0.020721910062897395","0.023079998392121985","0.0222113384942867","0.025168439310461664","0.04076972576354951","0.05094320674298677","0.052648295777424185","0.054599036145204415","0.05846032175943129","0.056881873587269205","0.05526714724310697","0.061220230820539054","0.058614447787715046","0.06138549052594271","0.06317095611930913","0.06276509840006973","0.06016927661408431","0.07136393805113224","0.07009718719975147","0.07371288699713086"
"INTL.44-2-BOL-QBTU.A","        Bolivia","0.07454813226744185","0.08553262030142122","0.07447220648520006","0.07737357266335007","0.07459565321336231","0.06715473727091953","0.0681741535","0.067039287","0.0770111682","0.087252345","0.092257592","0.0907810785","0.0980228152","0.09670871955622602","0.1080200772843838","0.12378859679069039","0.12125650935197115","0.13599290976024078","0.12614413279023837","0.14170047372059685","0.1487269500178822","0.12727649494445614","0.13882688020665548","0.1866307721673193","0.1935554340639421","0.1896239784314856","0.208721518260382","0.22426271695471783","0.23018696704494526","0.2268654888459627","0.2301940986677771","0.23826193830297596","0.2827129571563987","0.2864330013093224","0.28946022499738133","0.30343366790606446","0.314243996912","0.309749928536","0.32033398945450003","0.317593822739","0.26638217683478294","0.2910796746624547"
"INTL.44-2-BIH-QBTU.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","0.14875837318868548","0.1074561828368605","0.11304082436277285","0.187431329724962","0.11658896343791945","0.16631173757300025","0.19641388902293366","0.19924239729478382","0.22067625952710138","0.21953870955859695","0.22065393192945468","0.19251657811308173","0.1988266911494855","0.1837299146701026","0.187789604921119","0.1793823350718164","0.20281360737568188","0.24385990602237942","0.2610473732750184","0.25292896604472037","0.2460446831896484","0.24986244353606896","0.24194132035244295","0.24231236603935405","0.24768004515046324","0.24579023688557372","0.24992859135372306","0.23730705974989594","0.22039808982045622","0.2568522049831915"
"INTL.44-2-BWA-QBTU.A","        Botswana","0.01474876174891715","0.015462338455905018","0.014427219244727608","0.014460824190274883","0.014444631114919134","0.018865991183334353","0.020060805603600556","0.021144245574496436","0.02447270767259072","0.027647587990445654","0.03054341443277497","0.03196978834725995","0.03877994684951345","0.037628784856808435","0.03745734130642059","0.03790885913136209","0.035916687128327386","0.03701753786376586","0.03968522768113216","0.037546041758715655","0.048960788089428234","0.05146922874056274","0.05401040664938706","0.055207364586840606","0.05437303728605303","0.05779191760179744","0.06173644356782219","0.06339168675425574","0.06594236187132312","0.061664890670659354","0.06352888161559554","0.06663629787748791","0.06585719497507675","0.06537573422549779","0.06566165363910713","0.08000827367238175","0.08800853714420677","0.08096900788327027","0.08027622835009018","0.08075572615311276","0.07683502649031619","0.08289248792161386"
"INTL.44-2-BRA-QBTU.A","        Brazil","3.896380940236155","3.7868459147398292","3.86321952235522","3.8709759011886398","4.164619263355983","4.432419716412531","4.782466393687373","4.885748310511815","5.069776845510965","5.215361140369355","5.856265944733403","5.665243320885153","5.81513152804509","6.0345656216231385","6.356347318499378","6.760284898078397","7.182770217047761","7.597158661686718","7.840210142334904","8.05161694769709","8.476070842965326","8.31402573604123","8.44829904442843","8.572776106923703","8.934448149763954","9.190392722904932","9.58961468506102","10.126926321671137","10.524540990998748","10.408984860951872","11.455180952279191","11.93511606865196","12.244700169458019","12.613631465515834","12.844239101621788","12.590232229166636","12.404654221054049","12.544598942661736","12.476109900808954","12.596500775332913","11.772245347996428","12.086966349071114"
"INTL.44-2-VGB-QBTU.A","        British Virgin Islands","0.00042440770386261","0.0006348721799867","0.0006348721799867","0.0006348721799867","0.00042440770386261","0.000423248119972275","0.0002564248735","0.0006607718735","0.0006624784464","0.0006607718735","0.0006607718735","0.0006607718735","0.0006624784464","0.0006607718735","0.0006607718735","0.0006607718735","0.0008547382464","0.0008525063735","0.0008525063735","0.0008525230999999999","0.0014927348304657531","0.0015277653699999993","0.001616027960000001","0.0017263924000000001","0.0018146549899999993","0.0018668003899999991","0.0020336556800000013","0.002108205125","0.0022652347019999986","0.002374254049999999","0.0024466809810000014","0.0025062331859999993","0.002497270086","0.0024973041110000005","0.0025371226849999987","0.002547389476999999","0.002581297372","0.00242559716799802","0.0030119427370298916","0.00240673259","0.0020288459868103037","0.0021590523636299914"
"INTL.44-2-BRN-QBTU.A","        Brunei","0.08232430263738133","0.08512048879579592","0.0928619910333278","0.07298048879579593","0.06448101974389399","0.07695318565623864","0.0509894150264","0.08143294162365","0.070541743374","0.08287697466945","0.07012650686335","0.056043520167","0.0548017773694","0.0520872655115","0.0500607505805","0.0619154330805","0.0576630228","0.061666312149","0.0557740181805","0.0658060064","0.06709578256714001","0.07628624079917","0.089079328358138","0.092156947211574","0.10233761008853198","0.11528505676225399","0.17766930784856597","0.186514792424026","0.191561703885648","0.12708411717403","0.14475288920009","0.148690493155266","0.14454136972771198","0.134429674795982","0.15118645430844","0.1670579772184","0.1745040908844","0.175211902073094","0.18223476900331073","0.1798366982608","0.18886495902541656","0.1569372038799493"
"INTL.44-2-BGR-QBTU.A","        Bulgaria","1.338966119972837","1.3242241813367917","1.3716554901049873","1.4023754854127997","1.4043250855204756","1.4383872672148426","1.422900059348369","1.4131568481216412","1.435622658078506","1.318833998989075","1.2007664173608523","0.9478506033267713","0.918557395352461","0.8863744516601657","0.9054382209574031","0.9969498400331345","0.9988358860659126","0.9119713078657439","0.823076797151642","0.7560113522964406","0.7560838899332372","0.7571668909127276","0.7688640333622793","0.7805028754588098","0.7723833735942404","0.8083657857659416","0.8281783471709635","0.7903323542012358","0.7764499983050569","0.7042032696400716","0.7195229103160693","0.7723262382263105","0.7500096864545596","0.7060698417279171","0.74854585097662","0.7858031030262128","0.7520185569632971","0.7585426400057543","0.748856048560864","0.7174900522349913","0.6727899030916858","0.7441322314508882"
"INTL.44-2-BFA-QBTU.A","        Burkina Faso","0.00603630006292833","0.006019807439805575","0.006019807439805575","0.006019807439805575","0.00603630006292833","0.0058191471917306","0.006886218261","0.0071914125","0.0075416928978","0.0067590171115","0.006957065517","0.008048754631","0.0081401753702","0.009032330761","0.010072718261","0.010299294261","0.0109548687702","0.017292804261","0.015534340261","0.0159967735","0.01453270104299999","0.016151348890000007","0.016920729612999997","0.018723209135000005","0.01686476819800001","0.017909534830999996","0.017659184355999995","0.025015979186839996","0.027319392788510012","0.025666214979729998","0.028013971873310006","0.03191389626122001","0.037627934891009976","0.04511410029866008","0.042012754811","0.0533960024","0.0513062516","0.05946458","0.0661306727","0.067697933992","0.06455087538157078","0.06822601499259968"
"INTL.44-2-MMR-QBTU.A","        Burma","0.06909928786186867","0.0712365117769768","0.07836581403313346","0.08016639371282396","0.08712168207324232","0.08798068309988236","0.08957564279589514","0.08856922628761799","0.08518873747715847","0.08838135407715846","0.08572420423529356","0.08488126245215172","0.088765670829414","0.09485305202844756","0.11097337682882391","0.11770477906231779","0.11890540472572168","0.12666454867631888","0.14034453211682044","0.14227681010475793","0.1639502142595242","0.1513317898716563","0.1756273339910997","0.19797690595221734","0.207618309969676","0.2675170633014329","0.2525221610501253","0.2725508967634301","0.250212037405571","0.23045252004812822","0.23372997398148532","0.2557417566528689","0.30493779409593724","0.3530666257296503","0.41274902350741505","0.38516203386695236","0.4429427731615087","0.5716247634115459","0.5877757118082134","0.578635096074276","0.5802402352452628","0.5626040442562041"
"INTL.44-2-BDI-QBTU.A","        Burundi","0.001594158729949184","0.001802374507487415","0.00158353144649976","0.002006368920847415","0.00258417246463745","0.002675836627302375","0.0028033125435","0.0032345156665","0.00464376422296","0.0051554667737","0.0054283295115","0.0061209820115","0.0056552771392","0.0063381255115","0.0066406860115","0.0064107855115","0.0066782721392","0.0066797890115","0.0067578425115","0.0066587723","0.005638039259999998","0.004800880500000003","0.004541802177469999","0.003680759016140001","0.004243429680697999","0.0036806003152599995","0.0042648504680000004","0.0066740355579999995","0.0043902015603","0.0044337412332","0.0062181835242","0.007311775800499998","0.006884842234199999","0.007510969913100001","0.007023360823","0.007091907740000001","0.00775435822","0.009398102548038205","0.011403178152","0.0125340547","0.012053238318605972","0.012586227645705605"
"INTL.44-2-CPV-QBTU.A","        Cabo Verde","0.00409434146346366","0.00408315473815365","0.001749923459120325","0.001749923459120325","0.00214465505252682","0.00213879533926855","0.0006565907255","0.0006971736155","0.0009628168752","0.0011732564015","0.0011732564015","0.0011732564015","0.0013892068752","0.0014064869015","0.0016730164705","0.001639017728","0.0018488333216","0.0018436724705","0.0018537574705","0.0018540114","0.004661980559999998","0.005189605858799993","0.0056398458180000055","0.005605692768000002","0.006129894893000005","0.009560642223000012","0.010158815232999984","0.011321930725999995","0.011474206290899996","0.010868374958999996","0.0116360979897","0.013847206422199986","0.012423846472316704","0.012227006096800004","0.013187140562399998","0.013029163036","0.0136081856","0.01443723521458731","0.014609594389139292","0.0145384534","0.013816457316261277","0.014543367143928135"
"INTL.44-2-KHM-QBTU.A","        Cambodia","0.00451364691121","0.00475789663886","0.00519924650465","0.005675660103","0.006214767","0.0062510875","0.0063032825","0.0063542975","0.0068553932","0.006885201","0.006966797","0.007394124","0.007437562","0.007437541","0.007458656","0.0211823735","0.0232806946","0.0274204815","0.032050011","0.0329947675","0.03057738085112438","0.03239190049452487","0.0323245896752187","0.03507331209638037","0.03613342615841965","0.04112322767564771","0.04451628430287581","0.05223250235750198","0.05482006101941702","0.06761873807875071","0.07799123482356753","0.08075448562071877","0.08999615199938549","0.09550996077868074","0.10545066326652472","0.1209560945659721","0.15080967123944114","0.1593650514514927","0.2009465205535577","0.22505390071529582","0.21924157970010102","0.22840222526390774"
"INTL.44-2-CMR-QBTU.A","        Cameroon","0.04708270362477058","0.051679449011914104","0.060350903394515404","0.060221778459475406","0.0612440827774915","0.06518658289747195","0.0698285897355","0.066281415","0.0663602804","0.0770231755","0.077714532","0.078423858","0.0787691378","0.069690294","0.0743983805","0.076187344","0.0758687726","0.0796913245","0.0796969845","0.0781065555","0.08113376988380401","0.08087367897966201","0.07968507088899004","0.085360268649014","0.088982210407638","0.08587732565273799","0.09731084264484996","0.10259556185361593","0.104144416081974","0.11178418034193989","0.12793138614936195","0.13474918804288005","0.13444612985307544","0.11812476277707197","0.14773068168971792","0.14828119113080002","0.144478855676","0.14677659798082995","0.14946182227636995","0.15133550079351996","0.15891890411046286","0.14789678957963184"
