Report generated on: 03-27-2024 11:32:28
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"","total energy consumption (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-DMA-QBTU.A","        Dominica","0.000503253351355296","0.000717492659125885","0.000707048674595885","0.000770762905925885","0.000781681982605134","0.000759220632925885","0.00063899945745","0.00084080195745","0.00089648517058","0.0008965689657","0.0008960889657","0.0008966329657","0.00089677317058","0.0008946009657","0.0011405965347","0.00141699587195","0.00142087326338","0.0014259301037","0.0014969891037","0.00154892722","0.001805982569999999","0.0019334836700000012","0.0018220921949999996","0.0020327550299999997","0.00240821","0.0023077087520000012","0.002301179854","0.002780198209999999","0.002503080712","0.002541753574","0.0026582771678000006","0.0026930151359999994","0.0025912888728427392","0.0025885295105999985","0.0026709990997000003","0.002774301883","0.002900879824","0.0027091925042654745","0.002793730569098977","0.00269378009","0.0024709374742879287","0.002606971440122589"
"INTL.44-2-DOM-QBTU.A","        Dominican Republic","0.08626352238489886","0.0864777392964421","0.09011056923470627","0.10736770293663787","0.09280802059335369","0.09942965062330852","0.10859843392015148","0.11928990796241123","0.13219751251876677","0.12858748132862552","0.1387336815586634","0.13409947239646217","0.14340058487098628","0.1344743279129583","0.14629356568179577","0.1579103753018951","0.17161728798264814","0.18151700099213453","0.18789244707638905","0.21340161233664529","0.2941645129485447","0.285961550274991","0.3020457265596463","0.27710716397929747","0.25789506573005255","0.2834788260863934","0.2829432907370339","0.2908587802204612","0.28919620022532816","0.2857178769825891","0.2995846560537751","0.2948020430626221","0.3272169453341906","0.31199085606960986","0.29954615514025906","0.3321474864021354","0.3532936055494628","0.3484535145262353","0.3852513316603946","0.412087009489445","0.35643297826327386","0.378886521534421"
"INTL.44-2-ECU-QBTU.A","        Ecuador","0.1856686634546232","0.1911476310603071","0.20657721128960743","0.19609150810075932","0.20877055531903643","0.2207215949670836","0.236825075","0.233787579","0.241755746","0.236778954","0.252807874","0.265933945","0.296282202","0.287186068","0.312555314","0.306893868","0.332554966","0.342081242","0.350580702","0.33647743258737917","0.36911272042173443","0.39247878368049566","0.39989557344217536","0.4141432863072785","0.4502026970063403","0.47777067889807756","0.49912287628440954","0.5345476367455673","0.5581898799338324","0.5752026448947181","0.5973462477948499","0.6172012701651695","0.6415274361342348","0.654610536567664","0.7108845182715048","0.6907628604965398","0.6830960373367636","0.6947665765264284","0.7288220416075871","0.7409988086451973","0.6363100546646279","0.6478190106288659"
"INTL.44-2-EGY-QBTU.A","        Egypt","0.7140594428170928","0.8305158634435416","0.9232088194934063","1.0595551970905326","1.1553351422787006","1.2199386464340396","1.2408491517241749","1.2901768440176622","1.3037442814322169","1.345307729846115","1.421280615845297","1.4237189396274608","1.4268271551660792","1.5142681585311337","1.5936509714302338","1.6359800118648633","1.7704372177473653","1.8321070151118013","1.8956379822155196","1.9411405286659287","2.0055523216912787","2.243045836100494","2.2348959055303763","2.4347389765287923","2.6298953778158634","2.7516737624432452","2.917422216894608","3.098145385322032","3.2126969899638786","3.364825263783174","3.505292658139985","3.62132403120261","3.7765915297706285","3.73996538785085","3.728282105114879","3.729646507836449","3.766392158526516","4.008292192402767","4.092612593233869","4.053641646566924","3.6198616280332887","3.8077966638303615"
"INTL.44-2-SLV-QBTU.A","        El Salvador","0.04519109253773084","0.04103612683573842","0.04230260549337842","0.042553974181722874","0.04495265464453965","0.04574568976327926","0.0480915365","0.046864737","0.051121721","0.0517270285","0.0536312165","0.053006992","0.0599886188","0.06216286275497223","0.06805403930938578","0.08474597198614606","0.08668520889272423","0.08604177602805872","0.0980920358848821","0.10360879587890635","0.10032605102651991","0.10417678060149928","0.10670590538639982","0.11384927155825625","0.11354282475980036","0.11746893135322216","0.12415743738235763","0.12945450053979232","0.12704891620673212","0.12248327401015885","0.12690012055533245","0.127082034049734","0.12816808904438465","0.12459227880784285","0.12744495588765187","0.13182370868440796","0.132905176913307","0.13199806833712646","0.14232219802668095","0.15582146354897994","0.144195503298164","0.15246051809916644"
"INTL.44-2-GNQ-QBTU.A","        Equatorial Guinea","0.00085226944658","0.00085012760524","0.00105743500926","0.0010575670364","0.0010602468","0.0012647264","0.001057419","0.00109794789","0.001100602736","0.00173581139","0.00173575139","0.00173581939","0.001740223736","0.00173556539","0.00173557939","0.00173546554","0.001740219736","0.00195819889","0.00269764699","0.0026977511","0.01110499885","0.00631851455","0.09642054735","0.1044709638","0.0212143331","0.0771732143","0.0942834576","0.1042889520745","0.10331663045342465","0.10946872295","0.1051431032","0.113038628","0.10992712775342466","0.1134170562","0.10676349885","0.09534747025","0.094171394441","0.10576020894507038","0.09590534034283037","0.09350244118171035","0.061692647236914526","0.06915177347162507"
"INTL.44-2-ERI-QBTU.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0132518725","0.015181153","0.015516753","0.015686913652","0.016658340261","0.0172905505","0.008868973819999994","0.009715770269999998","0.00885880037","0.010617945190000009","0.011563277850000001","0.011570615269999992","0.007958161369999984","0.00817214267999999","0.005839352989999998","0.007055518270000003","0.007033851490000008","0.007172641950000004","0.0076219030918356166","0.007781526060000003","0.008125580410000001","0.008066980999999999","0.008210624","0.009020975059924016","0.010300112840014374","0.0111801165","0.010696413924479956","0.011296811529862717"
"INTL.44-2-EST-QBTU.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","0.1159324023428638","0.09475652374922297","0.08867344817934301","0.07898711337339512","0.08657998604355745","0.09432352795679795","0.11331215878332186","0.08760133982892661","0.08319486470111222","0.09443758373780191","0.0779551216249928","0.0758300399667495","0.08351903848510445","0.08618000822590295","0.0947480491384581","0.0924101409575412","0.09646324208865711","0.08494601642465006","0.08115635658440669","0.07834217867657069","0.09745116234430616","0.0906123341520413","0.08647120416799162","0.09054639950203237","0.08817078412722294","0.09118560399015876","0.09514036540058891","0.10142317076284142","0.10968347879782467","0.11705315937568665"
"INTL.44-2-SWZ-QBTU.A","        Eswatini","0.00951323567888787","0.009259176025241112","0.008163588968636774","0.00713488756257201","0.008350425437813462","0.01049797781448758","0.010090197944618559","0.011178702193855933","0.011298853584125298","0.01212987340440403","0.011767553829182762","0.012037765802006124","0.01178736100820371","0.011746730090138945","0.015210267743505004","0.014893283208348625","0.014240056584842245","0.01463614564863388","0.018117381438451322","0.018465924650893095","0.021392374576164913","0.02157579392563363","0.022229676490207993","0.020445064684852344","0.01986526521933595","0.020555700488764952","0.020914674057348343","0.02179399539085465","0.021064388284154457","0.020558788993907926","0.019317063868335264","0.019748907382390168","0.019579783298563663","0.019282727399902697","0.019577503061290896","0.019409693719776622","0.020536466155619562","0.021819570982868512","0.02305874947544018","0.023068459250582315","0.022620086307981208","0.024332386118126857"
"INTL.44-2-ETH-QBTU.A","        Ethiopia","0.0301356069535035","0.030400575921870406","0.033249864643651365","0.0379954320943446","0.0386581217441165","0.04553366190672868","0.044629041","0.0501479165","0.0492201974","0.051756831","0.0528076195","0.0457840975","0.0615912662","0.058930359","0.0441430045","0.0473581315","0.0397631888","0.040068632","0.052113760283","0.0618049405","0.06587000156000009","0.071721468628846","0.07368643078634142","0.07969743918769182","0.08521532007711487","0.09785504205538369","0.1073837754736525","0.11886652296916689","0.1244383793006392","0.128663272965179","0.14258207172434054","0.1611108068978693","0.17954396567416514","0.2095696567724301","0.23743816953028946","0.2501472687380715","0.29002139567889446","0.29349501922486937","0.31229407025370043","0.35901930868926907","0.3439298769036937","0.35771806863345806"
"INTL.44-2-FLK-QBTU.A","        Falkland Islands","0.000176936731260288","0.00017645329756832","0.00017645329756832","0.00017645329756832","0.000176936731260288","0.0002205666219604","0.0001706303387","0.0001706303387","0.00029692991838","0.000425225","0.0002126125","0.0002126125","0.000213195","0.0002126125","0.0002126125","0.000425225","0.0002570236464","0.0004690373735","0.0002564248735","0.0002564416","0.0003948588899999993","0.00043833978999999884","0.0004821368899999988","0.0005260880399999997","0.0005698898900000005","0.00056988564","0.0006576451900000008","0.0006576346900000008","0.0006743774900000002","0.0006741894900000008","0.0006468462599999999","0.0006390179199999993","0.0006604451900000004","0.0006606201900000008","0.0006604031900000007","0.0006786416","0.0007103936","0.0006829509297412905","0.00070734998995976","0.0007060167","0.0006030731573770476","0.0006380810738480684"
"INTL.44-2-FRO-QBTU.A","        Faroe Islands","0.00050901216121","0.00051219712838","0.00051224622687","0.0005154808918","0.00051156","0.007972689573982176","0.0076137052","0.0078834945","0.008293373536219178","0.0091039023","0.0099407598","0.00917427404","0.00924636998498","0.00903008516","0.009265721133","0.0099221690815","0.0099188726426","0.0099407308095","0.0099543612065","0.00988469059","0.010957793249059999","0.012065340374070001","0.011811114196119993","0.011768395434909998","0.01208844341875","0.01184518194959","0.011732591612630013","0.012226795641740004","0.011312459535450013","0.01049865965463999","0.01089925286575999","0.01041927779483002","0.010639891620599992","0.011585926484729994","0.01087629140089","0.011636608912170013","0.011590424","0.01304280690621","0.01339548501438784","0.0132207968","0.012250970766824739","0.012811415983340083"
"INTL.44-2-FJI-QBTU.A","        Fiji","0.015112122750249942","0.015430237024282444","0.015315589783935175","0.013050136416270784","0.014580262417160135","0.014710551586740325","0.01757279236773001","0.01507268005774148","0.014954961583029521","0.01704238974676841","0.01852186391050731","0.016187682874376615","0.016732290542709083","0.017599163718783888","0.018090883243376397","0.01945957876796891","0.019931693192561405","0.019870067077153913","0.01928882862976526","0.020948662974376614","0.026443601144454418","0.027487099322460014","0.023280161728976154","0.025530310040493897","0.033813553459762155","0.028943579467441746","0.031714413403277165","0.03058108243398808","0.024143757639427478","0.020925261195729714","0.0283146185642041","0.021959834317475318","0.022137890796873463","0.02338552396151204","0.024637782065765584","0.025762448809183904","0.02536504757276396","0.027555535588389912","0.02921463369697532","0.029514445583181812","0.028361863183747952","0.02909732124373254"
"INTL.44-2-FIN-QBTU.A","        Finland","0.9749175594783949","0.941336413078462","0.9176088333222134","0.9125148631532869","0.9550640353092503","0.9699164042171454","0.9985229047604147","1.0750875748739355","1.0708345209438566","1.0811307319441694","1.132409736143333","1.1448340295717359","1.1495089021700926","1.1406269847988153","1.1958014276888227","1.1389142627324371","1.15546696082829","1.1775368094229144","1.2320961168572946","1.2197607777230473","1.235916495295231","1.2518053644734397","1.2613325110332871","1.3205922151258767","1.3463215043891956","1.2653934104171225","1.3332677272923839","1.34133854602657","1.3110292468100337","1.2132522213525676","1.2954419673222546","1.2386412519642456","1.2284333680059025","1.2351649292515254","1.201161287355568","1.1936265461560012","1.2227672206981872","1.2090942753731813","1.2231499845969902","1.2004052942484078","1.137300277747819","1.1548276263986774"
"INTL.44-2-CSK-QBTU.A","        Former Czechoslovakia","3.120464514532079","3.0996319433639723","3.123756359306723","3.146221230646479","3.1710628488754096","3.2003396689196024","3.243007512260904","3.331229856252254","3.257795557490399","3.2419963666888676","3.2379004110575793","2.9270004389946154","2.639151327045063","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.44-2-SCG-QBTU.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","0.8532817696753304","0.7205723988141962","0.7110867762985185","0.7888876809873454","0.9231700905172188","0.9785985535984191","0.9942506457961636","0.7992230471873972","0.8068565519136067","0.838213758424013","0.9236117595767237","0.9325006173753083","0.9586603871246073","0.9041436799779772","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.44-2-SUN-QBTU.A","        Former U.S.S.R.","51.569984213723664","50.9505108093284","52.64340399069187","53.80084788971945","56.52287145735581","58.531542814866654","59.8009686864251","61.83636661759916","63.691134748121364","63.59230573925693","62.94084627785334","62.001478535115055","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.44-2-YUG-QBTU.A","        Former Yugoslavia","2.0459906419492464","2.2611346925424654","2.320813504988626","2.386677099225639","2.727364243074084","2.843698373679016","2.830712049283409","2.8863556064321845","2.9034679001159205","2.923819129838208","2.8743682815947516","2.566926744795139","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.44-2-FRA-QBTU.A","        France","8.644724764251448","8.282151782303531","8.014225410343581","8.100454276182559","8.301768310166908","8.48289820445855","8.635664276039478","8.75381367468576","8.873044640113239","9.041941571572211","9.238026589495075","9.845535270577148","9.944705227203583","9.88842992614025","9.879264516180758","10.155285351030203","10.498624531472695","10.434825708405729","10.593185128288262","10.727499282915963","10.89301024800639","11.122732631307501","11.066916338106605","11.145120198907312","11.32885329565499","11.440392570328223","11.46526781435972","11.257022219552825","11.34527790974272","10.732858379180106","10.978158538522422","10.786760088758003","10.700920655939514","10.834944682328514","10.366189807719826","10.404792498869675","10.267989283248369","10.26773355624607","10.323590731769785","10.144053925098445","9.086099660911604","9.732867697585224"
"INTL.44-2-GUF-QBTU.A","        French Guiana","0.005169292727323698","0.004536548695976165","0.005567582493021745","0.00577378925188723","0.004548977596513086","0.004536548695976165","0.005315742178","0.0060715623145","0.0069768142074","0.0080234917945","0.00958235449","0.01052549478","0.0086824263624","0.011578312022","0.011578312022","0.013501387522","0.0133080013404","0.013501387522","0.013501387522","0.01350139","0.007679289232000005","0.014070062100000004","0.013081181886000007","0.015244463358000008","0.015227786536000005","0.015242714155999993","0.014290724074000005","0.015537899280000001","0.015850601425","0.018588640630000004","0.017767322230000004","0.018252881780000004","0","0","0","0","0","0","0","0","0","0"
"INTL.44-2-PYF-QBTU.A","        French Polynesia","0.003101388142567236","0.004742468751117575","0.006185828808279455","0.00841609203808624","0.012656112567421465","0.011056407267788","0.01401882701","0.0141643514","0.014209844488","0.01439548853","0.0136262632125","0.0137426932125","0.0130583366928","0.0130636949425","0.0105538228735","0.0112511763735","0.0111723264464","0.0113205053735","0.0115019233735","0.0108518551","0.01216118728061236","0.013344032114232704","0.014179746080406983","0.015342554696350008","0.01525094453484792","0.015883494247686","0.01570885949530101","0.016646376147287","0.01694487898742","0.01684331005970001","0.01750978350516","0.016473220400000006","0.015880159547839987","0.01566739370321","0.01557591649165001","0.016207594028","0.016106345328","0.01568733428763011","0.015979274436573307","0.0160998655","0.015349165384667084","0.015812678437736965"
"INTL.44-2-GAB-QBTU.A","        Gabon","0.02844127151230008","0.03165348021861593","0.030223622453985355","0.04062871085842736","0.037113828725408415","0.03207981222232535","0.028775303","0.0332966575","0.0351429222","0.0438129895","0.043142131","0.0443546515","0.0455701829","0.0431596625","0.0443031215","0.041509044","0.0432778919","0.0454205225","0.0443573475","0.051223672","0.03916255990981598","0.04225939680982403","0.042270081924816","0.04111727396600401","0.041901229558167996","0.04486057521458598","0.046012280083873994","0.04572434806747802","0.04666595692354802","0.046166591064018","0.053800409601600006","0.055051137218800006","0.0689764910586","0.0697116137124","0.07278618708960001","0.0699670627908","0.0693386187809","0.07341013813863","0.06578425980233","0.0568417446676","0.06545237025344339","0.0639846746474321"
"INTL.44-2-GMB-QBTU.A","        Gambia, The","0.002234120158423656","0.00222801600498534","0.00222801600498534","0.00222801600498534","0.002437221986738268","0.00243056291027177","0.0021970465805","0.0026748933312","0.00268210675398","0.0026748933312","0.0026875953312","0.0026748933312","0.00268210675398","0.0028875058312","0.00332807460995","0.0030792403312","0.00308756155398","0.0030792403312","0.0032861953312","0.00328621042","0.004318428380000001","0.004704081169999999","0.0046841849400000085","0.0046841849400000085","0.00494314093","0.004995011350000006","0.005427630859999995","0.005630093569999994","0.0058486596600000095","0.006283722610000003","0.0068539299150000045","0.007205062201000009","0.007024029246000002","0.006990756859999999","0.007728762521999982","0.0079098889","0.0079736192","0.008110574095745109","0.008165092350134595","0.0083266796","0.00795153244048226","0.008388711558174703"
"INTL.44-2-GEO-QBTU.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","0.32143055859692793","0.1983915469528473","0.15291949304676017","0.15100862397754405","0.15877726080689944","0.16355604788358746","0.16561311095077688","0.1606559333668663","0.1371467546101995","0.12670241728980589","0.1493306681036024","0.13291047491135888","0.13726835889406575","0.15615605807832095","0.14117122488008924","0.1765634834648116","0.17663092052317708","0.1795954169653785","0.19362341872723954","0.1802255710378536","0.18662581458341532","0.21015593428698012","0.21950071114244693","0.23275376762092417","0.2460186839080142","0.24460954499964221","0.24949734632681514","0.25294799093592274","0.24025125333114794","0.267159494460616"
"INTL.44-2-DEU-QBTU.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","14.957813673737757","14.673842741679211","14.583689264725063","14.422046633443697","14.724162109265391","14.9425740967942","14.712252850765749","14.656414095252467","14.374954402650298","14.394890970528953","14.677380674220865","14.465256584697801","14.48048478573597","14.538448561687996","14.28504514895915","14.542516811594211","13.998148593106862","14.275518569278624","13.428546105397935","14.140639586696812","13.540527211081473","13.696447916395881","13.940558556106458","13.479885405198338","13.64252557440392","13.72743280720274","14.198702290077298","13.805803395668713","13.360370794304384","12.181839393855263","12.500827575026985"
"INTL.44-2-DDR-QBTU.A","        Germany, East","5.918515742514921","5.95508999929796","5.976420414018382","5.92009491506577","6.170594091506999","6.187990420608859","6.159649031997027","5.97777019967696","5.879770391163288","5.7497030095762085","5.209283094979788","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.44-2-DEUW-QBTU.A","        Germany, West","11.431371238805415","10.93787104149578","10.751781152083769","10.704993291990252","10.753742591219897","11.305881270355826","11.608303847482723","11.710075235058309","11.789127786170804","11.504930451286118","11.585823485455672","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.44-2-GHA-QBTU.A","        Ghana","0.08643518171220921","0.0831280071093816","0.0829144238639113","0.05496733052596161","0.0510579163541692","0.05928695611596161","0.0775350475","0.085044085","0.093189122","0.102823081","0.1001634765","0.104060881","0.1131823988","0.1113902225","0.1147121265","0.1166405735","0.1232500498","0.1213286345","0.094913733","0.1153233415","0.14203842621749402","0.14285893862910787","0.13076614401697398","0.119742463522912","0.1414506217615099","0.14536701311413586","0.14141716372161","0.13345980784482203","0.15769344741482189","0.181376903098566","0.18690646788921184","0.23497211195272993","0.24112420068970788","0.25344994473520316","0.25718157059722985","0.2804650656182152","0.2838740627237686","0.28440781957918776","0.32783323892383814","0.3372599972481859","0.382574639314881","0.39024447314243077"
"INTL.44-2-GIB-QBTU.A","        Gibraltar","0.007498649369097486","0.00838460504463541","0.007478161256067165","0.005891884626002565","0.00545356317736131","0.012463602093332854","0.0185031690735","0.0189400325","0.0248456538","0.0211196125","0.0220206515","0.022497378","0.0401927437652","0.042364521895","0.042594194395","0.042594194395","0.0427103927652","0.042594194395","0.048913942","0.0428059029","0.11975954268","0.13171223626999992","0.14546276456999999","0.16716650511000009","0.15957751666","0.17863076758000015","0.17451764045000004","0.18869156904999992","0.18351922127000014","0.19433654176000012","0.18785992212","0.18697595359000008","0.18862010634999996","0.17370930947000005","0.16422986061999997","0.1690102408","0.171555","0.1896664467101352","0.18526940810014392","0.19150255921288","0.1766979010377434","0.18567790205729345"
"INTL.44-2-GRC-QBTU.A","        Greece","0.7382998922180004","0.7302462441868873","0.710403376687394","0.7227612374787937","0.7395627197907738","0.7806533801770164","0.8030174371576865","0.864000446753726","0.9169302504753268","0.9568851832979471","0.9942115686007189","1.0106498150666792","1.0466392567715652","1.0522891686247664","1.0852906090541847","1.1203042527155214","1.1685842084155973","1.1773294086274013","1.2482452074011758","1.2556942489456668","1.326716455848855","1.349011565211486","1.366293977659391","1.4413352173436653","1.4406051909410431","1.4485143713988176","1.4900260925161715","1.510432809692328","1.4862016510694374","1.4156312178286596","1.3553054348218856","1.3207151128912469","1.2261300459588043","1.166330876467653","1.1247487292119183","1.1335959081937501","1.1182470669896825","1.1666919946868628","1.160472203451649","1.1552235349572768","1.0005056253844795","1.0597983808394238"
"INTL.44-2-GRL-QBTU.A","        Greenland","0.007817076284982977","0.007374327980604855","0.00716363289950458","0.005056682045208815","0.008028348615012738","0.00716363289950458","0.0047618821","0.0032944726","0.007708899065753424","0.0067967865","0.0077636981999999995","0.0076681145","0.006815284536","0.006968799","0.00700927604","0.00700927604","0.007428261336","0.00762057804","0.00762068389","0.009369347","0.010155210259599997","0.009478544759599998","0.009175962759600004","0.010058467283599994","0.009699472675620007","0.011680868673874995","0.010716765134175004","0.012106548897039006","0.010762527372189992","0.011789360871374006","0.014895085161919003","0.014725007487737994","0.012284467541262008","0.012358676858370998","0.011550802452963992","0.012306610012049997","0.012147637852","0.01208429610319752","0.01232211528","0.0120171632","0.012120340618295901","0.012195100990588117"
"INTL.44-2-GRD-QBTU.A","        Grenada","0.000613575243676026","0.00081586508302711","0.00081586508302711","0.00081586508302711","0.000818100329829924","0.00081586508302711","0.0009459751647","0.0011646380945","0.00120929643858","0.0012064944257","0.0017936207602","0.0017936207602","0.00184916900478","0.0021257721107","0.0024379250017","0.0022203730735","0.00237765312","0.0031464623812","0.0027285063927","0.0027285317200000003","0.00294420325912","0.0030643124997099995","0.0031487283144299998","0.0033308087808599993","0.0032344940746299997","0.0034011995895099996","0.0035191078780500004","0.0037359676379999994","0.003972544188100006","0.003857047476000005","0.004007685707799993","0.00399862063176","0.004073028360300008","0.004595743857799991","0.003885214421400004","0.0040435471346","0.004165305216","0.004528467641054286","0.004458839024843872","0.0044625874","0.003763433607002968","0.004010840212706681"
"INTL.44-2-GLP-QBTU.A","        Guadeloupe","0.007058532446862192","0.009854945576171665","0.01246952296931563","0.013072886988243245","0.014318737248662172","0.013072886988243245","0.01360713844","0.01572944584","0.017315844852","0.0190805665","0.020620149","0.021433805","0.020322591","0.0231498643","0.0239320917","0.0245753544","0.0244382564","0.025020578","0.025071003","0.025072163","0.029761633733000004","0.03104158733499999","0.03192089528000001","0.033134340215000016","0.03254362016099999","0.032179589584","0.03325022483199999","0.03457679257399998","0.032225676578000004","0.031908631363000005","0.033932731165","0.03709621858000001","0","0","0","0","0","0","0","0","0","0"
"INTL.44-2-GUM-QBTU.A","        Guam","0.049958631627886656","0.0697509856825953","0.05380790324285964","0.05181501793576674","0.017985107384643727","0.009167272407746195","0.01536157843855","0.01081086565","0.0111864883794","0.0103909295","0.02608703399","0.02926132","0.03518280749112","0.04666610256335","0.06794926359","0.0504695355","0.04474262527098","0.05096969573","0.042131731","0.0468339895","0.0477099216465","0.06605688241815008","0.0459153981975","0.03887240664720718","0.045189300157000005","0.05291666752420001","0.055806638292075474","0.040314751082641515","0.02538592494450001","0.040329325701305034","0.0359496183445","0.031766793455","0.03401631881252675","0.028683814681357372","0.02776029818","0.02949558172","0.027790338625495264","0.025510117615932238","0.025579345047932238","0.025565621609932237","0.024308928626","0.02571262586372"
"INTL.44-2-GTM-QBTU.A","        Guatemala","0.06452416911031164","0.054527076647313634","0.05605375611523364","0.061419552920012305","0.053362043404545235","0.060040800359012304","0.0649416085","0.0653603015","0.0716642572","0.0749490095","0.0799883985","0.0777659195","0.0856069864","0.0914651495","0.102122013","0.10926639562","0.1129962902","0.12204743841","0.1435316516510268","0.1546578746286737","0.16252247761590685","0.16939702369909343","0.1712169756958939","0.1879884512094815","0.17740370239507203","0.1831491013953764","0.19417704476858202","0.20815777846458253","0.19332440850445826","0.20213886552014912","0.1987085600981384","0.20268602505391137","0.21702321712241873","0.23205305114713085","0.24460872137726242","0.2731332362472052","0.2978194841569044","0.32290066698771025","0.33200113551565","0.3415613737220051","0.3397336518235144","0.34319912839730976"
"INTL.44-2-GIN-QBTU.A","        Guinea","0.01359925444446358","0.013361117199814115","0.01357606682322745","0.013853238242407764","0.013895419774130526","0.01306643716236102","0.0158047700735","0.01685961167","0.0170867046","0.01653459845","0.021813664","0.01721580514","0.0177435028","0.0185555745","0.018769201","0.0186695465","0.0187620078","0.019802394","0.020233868","0.021101755","0.026547342620000008","0.02908627792000002","0.030303924869999995","0.029442593679999993","0.03183815089000001","0.032177259699999995","0.03271904358999998","0.0347345545","0.0350736520246","0.036816948335","0.04213756815059999","0.0429237612602","0.04164074237820001","0.037046214159799994","0.03828786120399998","0.0464622776","0.05234317168","0.0526772865692134","0.04806962625893243","0.0528066147","0.06112814985310671","0.059171584480143355"
"INTL.44-2-GNB-QBTU.A","        Guinea-Bissau","0.001222341347793432","0.00121900161733498","0.00121900161733498","0.00121900161733498","0.001629788463912456","0.00182850242600247","0.0015727762035","0.0027143102725","0.0031210397094","0.0031568328415","0.003860039761","0.003860039761","0.0041005833702","0.004492949761","0.004492949761","0.004492949761","0.0043128633702","0.004492949761","0.004492949761","0.004492951","0.0034012704752000014","0.0034637945502999997","0.0035386053659999996","0.0041139916277999995","0.004256625213200002","0.004311453636799998","0.004409736560400001","0.004685315104","0.004563102732599998","0.004727616740400001","0.004851532334800001","0.004922659493","0.005019561319200001","0.00513822384","0.005398677245000002","0.005584486999999999","0.0058140352","0.004705706603782803","0.004727866250029845","0.0047274684","0.004514539592412592","0.004762634517440917"
"INTL.44-2-GUY-QBTU.A","        Guyana","0.020822709080187584","0.025416369086786215","0.019709450680589505","0.01759610540846168","0.019763235946911942","0.020132150724705436","0.01912683946","0.01453762297","0.014368845332","0.00966657901","0.00930307151","0.01096496314","0.012177052132","0.015535393793","0.015528801793","0.013185121","0.014367913","0.01528745901","0.01976690201","0.023729014","0.023649903956595993","0.02311493630437198","0.02338113930621799","0.024089771825862017","0.023518999330291997","0.021228348560942977","0.018997954289508984","0.0235073758105","0.022349860744311","0.02301680871338","0.024788812079454006","0.025783919878803987","0.029234769472080004","0.028634232526","0.028562058109999997","0.028980817007","0.032725044","0.0324480514470221","0.03315844975449311","0.03865995582424","0.0375833890084","0.0375833890084"
"INTL.44-2-HTI-QBTU.A","        Haiti","0.016136710161630215","0.012152659905259927","0.01467468965207225","0.012967065076680186","0.013156996943251804","0.015143645814307828","0.015242930885124682","0.02217658917751505","0.02346515556990542","0.02183233169256234","0.01402193241521926","0.014188549124419607","0.01533838920318143","0.0116080875","0.009931342","0.0155505745","0.0180678892","0.02187783455","0.0214961665","0.0232722745","0.023850251049999993","0.025946950329999986","0.028420241790000002","0.02629340551999999","0.030278880629999994","0.031582946599999995","0.03232897585","0.03486669708999998","0.03512819509000001","0.033394193940000004","0.03097076239999999","0.03255931394000001","0.035796928050096016","0.03766584759000003","0.04059079708000004","0.04630390823","0.04807038128","0.04771625178802478","0.04980813494266053","0.045101093","0.0376962043495922","0.04026697547758511"
"INTL.44-2-HITZ-QBTU.A","        Hawaiian Trade Zone","0.0956423160000979","0.11021804235845578","0.10173973140997716","0.09538099819681894","0.11477077920000284","0.11043000013443408","0.064647121","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.44-2-HND-QBTU.A","        Honduras","0.032939987770848805","0.031362074157548804","0.031624246923508806","0.03359445840645031","0.0339646972309688","0.031840909006528806","0.03755893","0.0362184255","0.0455396858","0.052615058","0.058980793","0.05890458989802975","0.06078827739010013","0.06062292071602545","0.06058434294086787","0.06549888997570386","0.0732736744613472","0.07523971304678959","0.08073571048784779","0.08650571307491689","0.0830727326993937","0.09068175479882976","0.09159923906388413","0.10044336679414664","0.10671680076965227","0.10953660719785888","0.10542257380682586","0.13054206373019042","0.1293143558065642","0.12253848324570617","0.12801626652692893","0.12964998564968777","0.1412219770658203","0.1415362676187285","0.15507379060642779","0.17251897264215052","0.16922873008832034","0.17922573893094235","0.19703767952948603","0.191671809713343","0.17435773198250357","0.17840471269653335"
